[contextual, contextual-1-2a-dist, J,N,I&RA&4]<MYSEP>1.5950644609802607E-6
[contextual, contextual-2-3, IN,DT,CC]<MYSEP>-0.021841865026226204
[contextual, contextual-2-3, NNS,CC,IN]<MYSEP>-9.845089096212293E-5
[contextual, contextual-2-3, NNS,CC,NNS]<MYSEP>-2.1656620796159562E-5
[contextual, contextual-2-3, JJ,NN,NN]<MYSEP>5.463148530499899E-6
[contextual, contextual-2-3, CC,DT,NNS]<MYSEP>-8.350006839874805E-6
[contextual, contextual-2-3, DT,NN,CC]<MYSEP>-3.712026371434877E-4
[contextual, contextual-2-3, VBZ,IN,CC]<MYSEP>-0.011083803939395427
[contextual, contextual-2-3, VBZ,MID,IN]<MYSEP>0.03307985781716545
[contextual, contextual-2-3, NNS,CC,VBZ]<MYSEP>0.033191948024978726
[contextual, contextual-2-3, IN,DT,.]<MYSEP>-0.033850787176854906
[contextual, contextual-2-3, CC,DT,VBZ]<MYSEP>-0.022834444658839926
[contextual, contextual-2-3, NN,VBZ,.]<MYSEP>-7.126719798693123E-5
[contextual, contextual-2-3, ROOT,NNS,VBZ]<MYSEP>0.017270685007571625
[contextual, contextual-2-3, JJ,NN,NNS]<MYSEP>1.157808191018743E-6
[contextual, contextual-2-3, NNS,CC,DT]<MYSEP>-0.004378278271066603
[contextual, contextual-2-3, CC,DT,.]<MYSEP>-6.165864264532808E-5
[contextual, contextual-2-3, NN,VBZ,NN]<MYSEP>6.837482014123551E-6
[contextual, contextual-2-1a, R,N,J,N]<MYSEP>-0.0031904334851553663
[contextual, contextual-2-1a, D,N,N,C]<MYSEP>-5.245118463678945E-4
[contextual, contextual-2-1a, R,N,N,I]<MYSEP>-4.0071921319487344E-4
[contextual, contextual-2-1a, N,C,N,.]<MYSEP>-0.01868704480053939
[contextual, contextual-2-1a, R,N,V,I]<MYSEP>-0.0027459739453058133
[contextual, contextual-2-1a, V,I,N,.]<MYSEP>0.04152730474679884
[contextual, contextual-2-1a, N,V,N,.]<MYSEP>-6.498736329379914E-5
[contextual, contextual-2-1a, J,N,N,.]<MYSEP>4.883412695492436E-6
[contextual, contextual-2-1a, I,D,C,N]<MYSEP>-0.025484436651920173
[contextual, contextual-2-1a, C,D,N,.]<MYSEP>-5.9700598378137304E-5
[contextual, contextual-2-1a, D,N,N,.]<MYSEP>-0.0051919483370767554
[contextual, contextual-2-1a, D,MID,MID,N]<MYSEP>0.05034202066095236
[contextual, contextual-2-1a, R,N,N,C]<MYSEP>-0.006725840866365308
[contextual, contextual-2-1a, I,D,I,D]<MYSEP>-0.0035698103081341433
[contextual, contextual-2-1a, R,N,D,N]<MYSEP>-0.0010980915334379549
[contextual, contextual-2-1a, N,C,D,J]<MYSEP>-2.85612626622115E-4
[contextual, contextual-2-1a, D,MID,MID,J]<MYSEP>-0.04405444597880783
[contextual, contextual-2-1a, R,N,D,J]<MYSEP>-9.218863364033635E-6
[contextual, contextual-2-1a, N,C,N,C]<MYSEP>-2.2487850848154353E-6
[contextual, contextual-2-1a, N,C,D,N]<MYSEP>-1.986690078194051E-5
[contextual, contextual-2-1a, R,MID,MID,N]<MYSEP>-0.028205400023567386
[contextual, contextual-2-1a, I,MID,MID,D]<MYSEP>-0.04627937590045874
[contextual, contextual-2-1a, J,N,D,N]<MYSEP>3.5019767617219173E-6
[contextual, contextual-2-1a, N,C,N,I]<MYSEP>-1.1909393358582344E-5
[contextual, contextual-2-1a, N,C,J,N]<MYSEP>-0.018057493925662988
[contextual, contextual-2-1a, J,N,N,C]<MYSEP>2.442751486443831E-6
[contextual, contextual-2-1a, J,N,N,I]<MYSEP>4.2170598086243934E-6
[contextual, contextual-2-1a, V,I,D,N]<MYSEP>-0.02962641294090905
[contextual, contextual-2-1a, V,I,N,C]<MYSEP>-0.011083392031113248
[contextual, contextual-2-1a, N,C,V,I]<MYSEP>-7.901779339787288E-5
[contextual, contextual-2-1a, R,N,N,.]<MYSEP>-0.006587686164795594
[contextual, contextual-2-1a, N,I,C,N]<MYSEP>-0.010819755597416403
[contextual, contextual-2-1a, N,C,N,V]<MYSEP>0.0331882038875823
[contextual, contextual-2-1a, V,MID,MID,I]<MYSEP>0.03307672139730015
[contextual, contextual-2-1a, J,N,V,I]<MYSEP>6.081238602229748E-6
[contextual, contextual-2-1a, N,V,V,I]<MYSEP>-1.870397402332047E-5
[contextual, contextual-2-1a, D,J,I,D]<MYSEP>1.2121818353183004E-5
[contextual, contextual-2-1a, V,I,N,I]<MYSEP>-0.019635548642396323
[contextual, contextual-2-1a, N,I,I,D]<MYSEP>-0.005461327017347829
[contextual, contextual-2-1a, D,N,N,I]<MYSEP>-4.224484110853718E-4
[contextual, contextual-2-1a, J,N,N,V]<MYSEP>-3.486208519902426E-4
[contextual, contextual-2-1a, C,D,I,D]<MYSEP>6.215055527445425E-6
[contextual, contextual-2-1a, N,V,N,I]<MYSEP>3.412734395877925E-7
[contextual, contextual-2-1a, D,N,D,N]<MYSEP>-3.3949418861081525E-4
[contextual, contextual-2-1a, N,V,N,C]<MYSEP>1.925037368512616E-7
[contextual, contextual-2-1a, C,D,C,N]<MYSEP>1.2488778256624022E-6
[contextual, contextual-2-1a, N,V,D,N]<MYSEP>-4.895264161192339E-6
[contextual, contextual-2-1a, D,J,C,N]<MYSEP>3.879965216097323E-6
[contextual, contextual-2-1a, D,N,C,N]<MYSEP>-2.846217200914201E-4
[contextual, contextual-2-1a, N,MID,MID,V]<MYSEP>-0.023569706726331806
[contextual, contextual-2-1a, D,J,N,I]<MYSEP>5.571135402243551E-6
[contextual, contextual-2-1a, J,MID,MID,N]<MYSEP>0.028783785470449
[contextual, contextual-2-1a, D,J,J,N]<MYSEP>0.04193750153184163
[contextual, contextual-2-1a, D,N,I,D]<MYSEP>-8.241054564463496E-5
[contextual, contextual-2-1a, C,D,V,I]<MYSEP>-2.097798016170907E-5
[contextual, contextual-2-1a, D,J,N,V]<MYSEP>-0.0024935956574261187
[contextual, contextual-2-1a, I,D,N,.]<MYSEP>-0.03385297912967455
[contextual, contextual-2-1a, D,J,V,I]<MYSEP>4.309461180074943E-6
[contextual, contextual-2-1a, C,D,N,V]<MYSEP>-0.022838914507765925
[contextual, contextual-2-1a, I,D,D,N]<MYSEP>0.08041067263037054
[contextual, contextual-2-1a, N,C,C,D]<MYSEP>-0.004363041387463909
[contextual, contextual-2-1a, I,D,N,C]<MYSEP>-0.021847528327981328
[contextual, contextual-2-1a, N,MID,MID,I]<MYSEP>0.047074141457678534
[contextual, contextual-2-1a, R,N,C,D]<MYSEP>-1.0011557670378714E-4
[contextual, contextual-2-1a, R,N,C,N]<MYSEP>-6.768303903858047E-5
[contextual, contextual-2-1a, N,C,I,D]<MYSEP>-1.2939504289734724E-5
[contextual, contextual-2-1a, N,I,N,.]<MYSEP>-0.018856822781943682
[contextual, contextual-2-1a, R,N,I,D]<MYSEP>-1.2461604232082244E-4
[contextual, contextual-2-1a, N,C,C,N]<MYSEP>-0.015496576944269539
[contextual, contextual-2-1a, N,V,I,D]<MYSEP>9.976179484802882E-6
[contextual, contextual-2-1a, D,J,N,.]<MYSEP>8.616380090854437E-6
[contextual, contextual-2-1a, J,N,I,D]<MYSEP>1.3809999708047711E-5
[contextual, contextual-2-1a, J,N,C,N]<MYSEP>2.808570254631576E-6
[contextual, contextual-2-1a, N,MID,MID,C]<MYSEP>0.08545081267564585
[contextual, contextual-2-1a, V,I,C,N]<MYSEP>-0.008489121811913563
[contextual, contextual-2-1a, V,I,I,D]<MYSEP>-0.007173831676137186
[contextual, contextual-2-1a, I,D,N,I]<MYSEP>-0.01730753619149307
[contextual, contextual-2-1a, C,D,N,I]<MYSEP>-1.5736130426667235E-6
[contextual, contextual-2-1a, N,I,D,N]<MYSEP>-0.01359052230982629
[contextual, contextual-2-1a, C,D,J,N]<MYSEP>0.03961483942078794
[contextual, contextual-2-1a, N,I,N,C]<MYSEP>-0.016346288586677866
[contextual, contextual-2-1a, C,MID,MID,D]<MYSEP>-0.024882855217567078
[contextual, contextual-2-1a, R,N,N,V]<MYSEP>0.017268802455871254
[contextual, contextual-2-1a, D,J,D,N]<MYSEP>8.00381689495281E-6
[contextual, contextual-2-1a, C,D,D,J]<MYSEP>-0.002113934353322955
[contextual, contextual-2-1a, C,MID,MID,N]<MYSEP>0.06624570577090945
[contextual, contextual-2-1a, N,V,C,N]<MYSEP>2.4319176730016555E-6
[contextual, contextual-2-1a, N,MID,MID,.]<MYSEP>-0.021451617076480314
[contextual, contextual-2-1a, C,D,N,C]<MYSEP>6.28048469876986E-6
[contextual, contextual-2-1a, C,N,N,.]<MYSEP>-0.020621908325874693
[contextual, contextual-2-1a, C,D,D,N]<MYSEP>-1.3031095945182125E-5
[contextual, contextual-2-1a, D,J,N,C]<MYSEP>1.012305432976895E-5
[contextual, contextual-4-1, NNS,CC,DT,JJ]<MYSEP>-0.004360892584954043
[contextual, contextual-4-1, NN,VBZ,DT,NNS]<MYSEP>5.267877579460973E-6
[contextual, contextual-4-1, CC,DT,NNS,IN]<MYSEP>-6.7319697771235745E-6
[contextual, contextual-4-1, DT,NNS,DT,NN]<MYSEP>-7.690827864414509E-5
[contextual, contextual-4-1, CC,DT,.,END]<MYSEP>-5.6446820457799635E-5
[contextual, contextual-4-1, NN,VBZ,NN,CC]<MYSEP>3.87085189907455E-6
[contextual, contextual-4-1, NNS,IN,NN,.]<MYSEP>-0.010817980569160038
[contextual, contextual-4-1, NNS,CC,NNS,IN]<MYSEP>-1.655351970887989E-5
[contextual, contextual-4-1, NN,VBZ,DT,NN]<MYSEP>5.567015599582609E-6
[contextual, contextual-4-1, NNS,MID,IN,DT]<MYSEP>0.04707499411877119
[contextual, contextual-4-1, DT,MID,JJ,NN]<MYSEP>-0.04405831876673321
[contextual, contextual-4-1, DT,JJ,NN,.]<MYSEP>6.94585974303038E-6
[contextual, contextual-4-1, ROOT,NNS,CC,NN]<MYSEP>-1.624696055879829E-4
[contextual, contextual-4-1, CC,DT,JJ,NN]<MYSEP>-0.002118828087146721
[contextual, contextual-4-1, CC,DT,DT,NN]<MYSEP>-3.795361071634377E-8
[contextual, contextual-4-1, NN,VBZ,IN,DT]<MYSEP>-1.7551272279952703E-5
[contextual, contextual-4-1, CC,DT,CC,NN]<MYSEP>4.27909686132192E-6
[contextual, contextual-4-1, DT,NNS,NN,CC]<MYSEP>-3.366980417427865E-4
[contextual, contextual-4-1, DT,NNS,IN,DT]<MYSEP>-4.2591088034004613E-4
[contextual, contextual-4-1, ROOT,NNS,DT,JJ]<MYSEP>-1.0164491214644407E-4
[contextual, contextual-4-1, JJ,NN,CC,NN]<MYSEP>4.8758340640983506E-6
[contextual, contextual-4-1, NN,CC,NN,.]<MYSEP>-0.01549974305679443
[contextual, contextual-4-1, NN,MID,VBZ,IN]<MYSEP>-0.023570621851667153
[contextual, contextual-4-1, DT,JJ,NN,CC]<MYSEP>1.5148562661510108E-6
[contextual, contextual-4-1, ROOT,NNS,NNS,IN]<MYSEP>-8.40382088235549E-4
[contextual, contextual-4-1, VBZ,IN,IN,DT]<MYSEP>-0.01963645798296604
[contextual, contextual-4-1, VBZ,IN,NN,.]<MYSEP>-0.008489059067913828
[contextual, contextual-4-1, NNS,IN,NN,CC]<MYSEP>-0.01358643792725453
[contextual, contextual-4-1, CC,DT,IN,DT]<MYSEP>-1.984490967310566E-5
[contextual, contextual-4-1, ROOT,NNS,CC,DT]<MYSEP>-0.0065693426792093786
[contextual, contextual-4-1, DT,JJ,DT,NNS]<MYSEP>8.15256202419163E-6
[contextual, contextual-4-1, NNS,CC,CC,NN]<MYSEP>3.368900828242891E-6
[contextual, contextual-4-1, NN,VBZ,.,END]<MYSEP>-7.154412362479626E-5
[contextual, contextual-4-1, ROOT,NNS,JJ,NN]<MYSEP>-5.140828035187304E-6
[contextual, contextual-4-1, VBZ,IN,NNS,IN]<MYSEP>-0.019634923955225668
[contextual, contextual-4-1, NNS,MID,CC,DT]<MYSEP>0.024480207764022738
[contextual, contextual-4-1, IN,DT,DT,NN]<MYSEP>-0.0035700532917786855
[contextual, contextual-4-1, CC,NN,.,END]<MYSEP>-0.020617618524756662
[contextual, contextual-4-1, ROOT,NNS,.,END]<MYSEP>-0.006586826144881979
[contextual, contextual-4-1, NN,MID,CC,NN]<MYSEP>0.06096549185619813
[contextual, contextual-4-1, VBZ,IN,NN,CC]<MYSEP>-0.009989681053782345
[contextual, contextual-4-1, VBZ,IN,DT,NN]<MYSEP>-0.002657675063114801
[contextual, contextual-4-1, ROOT,NNS,NN,.]<MYSEP>-6.550080166364963E-5
[contextual, contextual-4-1, IN,DT,NN,CC]<MYSEP>0.041194593016224544
[contextual, contextual-4-1, ROOT,MID,NNS,CC]<MYSEP>-0.02820431662258079
[contextual, contextual-4-1, JJ,NN,IN,DT]<MYSEP>7.13349025832401E-6
[contextual, contextual-4-1, NNS,CC,NN,CC]<MYSEP>-5.415849207684632E-6
[contextual, contextual-4-1, DT,NNS,.,END]<MYSEP>-0.0030375417627662585
[contextual, contextual-4-1, JJ,NN,NNS,IN]<MYSEP>2.726072566580341E-6
[contextual, contextual-4-1, CC,DT,NN,.]<MYSEP>-1.8915681300918362E-6
[contextual, contextual-4-1, DT,JJ,NNS,IN]<MYSEP>1.9072866717762074E-6
[contextual, contextual-4-1, NN,VBZ,NNS,IN]<MYSEP>-6.284315865570569E-7
[contextual, contextual-4-1, VBZ,IN,CC,NN]<MYSEP>-0.011081560855527771
[contextual, contextual-4-1, DT,MID,NN,CC]<MYSEP>0.025679777656180305
[contextual, contextual-4-1, DT,NN,CC,NN]<MYSEP>-3.6817439578783044E-4
[contextual, contextual-4-1, NNS,IN,.,END]<MYSEP>-0.01885501766590553
[contextual, contextual-4-1, NNS,CC,NN,VBZ]<MYSEP>-0.018056000162354403
[contextual, contextual-4-1, NNS,CC,JJ,NN]<MYSEP>-2.9179313960080936E-4
[contextual, contextual-4-1, NNS,CC,DT,NN]<MYSEP>-4.6034851135621475E-6
[contextual, contextual-4-1, CC,DT,NN,VBZ]<MYSEP>0.03960722102739932
[contextual, contextual-4-1, JJ,NN,DT,NN]<MYSEP>9.437458395167654E-7
[contextual, contextual-4-1, ROOT,NNS,NN,VBZ]<MYSEP>-0.0031847651700052703
[contextual, contextual-4-1, IN,DT,CC,NN]<MYSEP>-0.021841063647147635
[contextual, contextual-4-1, NNS,CC,DT,NNS]<MYSEP>-1.3548663246851296E-5
[contextual, contextual-4-1, DT,MID,NNS,IN]<MYSEP>0.024663216329183554
[contextual, contextual-4-1, JJ,NN,NN,CC]<MYSEP>-6.527349570037237E-7
[contextual, contextual-4-1, CC,DT,VBZ,IN]<MYSEP>-0.022835197110830013
[contextual, contextual-4-1, IN,DT,NNS,IN]<MYSEP>0.039221560439746096
[contextual, contextual-4-1, DT,JJ,CC,NN]<MYSEP>3.0678071937727327E-6
[contextual, contextual-4-1, ROOT,NNS,IN,DT]<MYSEP>-0.0031497420133933174
[contextual, contextual-4-1, NN,VBZ,NN,.]<MYSEP>7.515557567147236E-6
[contextual, contextual-4-1, NNS,CC,VBZ,IN]<MYSEP>0.03318912802827301
[contextual, contextual-4-1, CC,DT,DT,NNS]<MYSEP>2.010594284959547E-6
[contextual, contextual-4-1, NNS,IN,CC,NN]<MYSEP>-0.016343200085041424
[contextual, contextual-4-1, DT,JJ,.,END]<MYSEP>1.283680611769546E-5
[contextual, contextual-4-1, IN,DT,.,END]<MYSEP>-0.033851859013114514
[contextual, contextual-4-1, VBZ,IN,DT,NNS]<MYSEP>-0.004515898411710703
[contextual, contextual-4-1, JJ,NN,DT,NNS]<MYSEP>1.2265740828125108E-5
[contextual, contextual-4-1, NNS,CC,.,END]<MYSEP>-7.668588083586342E-5
[contextual, contextual-4-1, JJ,NN,.,END]<MYSEP>5.587226872589357E-6
[contextual, contextual-4-1, ROOT,NNS,DT,NN]<MYSEP>-3.6031575887751285E-5
[contextual, contextual-4-1, DT,JJ,DT,NN]<MYSEP>1.6561133424017067E-6
[contextual, contextual-4-1, NNS,IN,DT,NN]<MYSEP>-0.0054661543763974115
[contextual, contextual-4-1, ROOT,NNS,VBZ,IN]<MYSEP>0.01726597706948443
[contextual, contextual-4-1, ROOT,NNS,NN,CC]<MYSEP>-2.597363195202017E-4
[contextual, contextual-4-1, CC,MID,NN,.]<MYSEP>0.06624308413661363
[contextual, contextual-4-1, JJ,NN,NN,.]<MYSEP>1.907115240993447E-6
[contextual, contextual-4-1, DT,NNS,NN,.]<MYSEP>-1.2673126144824613E-4
[contextual, contextual-4-1, JJ,NN,VBZ,IN]<MYSEP>-3.4900937207669905E-4
[contextual, contextual-4-1, CC,DT,NN,CC]<MYSEP>-7.97863251460826E-7
[contextual, contextual-4-1, JJ,MID,NN,VBZ]<MYSEP>0.02878303111147929
[contextual, contextual-4-1, DT,NNS,CC,NN]<MYSEP>-1.562372509118626E-4
[contextual, contextual-4-1, DT,JJ,NN,VBZ]<MYSEP>0.04193503310543093
[contextual, contextual-4-1, IN,DT,NN,.]<MYSEP>-0.02548033334143406
[contextual, contextual-4-1, DT,JJ,IN,DT]<MYSEP>9.902726852638729E-6
[contextual, contextual-4-1, NN,MID,.,END]<MYSEP>-0.02145233345986667
[contextual, contextual-4-1, DT,NN,.,END]<MYSEP>-0.0021615880572520064
[contextual, contextual-4-1, DT,JJ,VBZ,IN]<MYSEP>-0.0024969949217550063
[contextual, contextual-4-1, IN,MID,DT,NNS]<MYSEP>-0.024143762608165198
[contextual, contextual-4-1, DT,NN,NN,.]<MYSEP>-1.6118449181191973E-4
[contextual, contextual-4-1, CC,MID,DT,JJ]<MYSEP>-0.02488252836200896
[contextual, contextual-4-1, NN,CC,.,END]<MYSEP>-0.018612032798906518
[contextual, contextual-4-1, NNS,CC,IN,DT]<MYSEP>-9.724017757116305E-5
[contextual, contextual-4-1, NN,VBZ,CC,NN]<MYSEP>3.5982166857455355E-6
[contextual, contextual-4-1, NNS,CC,NN,.]<MYSEP>6.6069105969074435E-6
[contextual, contextual-4-1, IN,DT,IN,DT]<MYSEP>-0.01730460799762969
[contextual, contextual-4-1, VBZ,IN,.,END]<MYSEP>0.04153279413309042
[contextual, contextual-4-1, IN,MID,DT,NN]<MYSEP>-0.022132051822874928
[contextual, contextual-4-1, ROOT,NNS,DT,NNS]<MYSEP>-8.969090048842309E-5
[contextual, contextual-4-1, VBZ,MID,IN,DT]<MYSEP>0.033079039842038756
[contextual, contextual-4-1a-dist, N,V,N,.&RA&5]<MYSEP>4.777438247297571E-6
[contextual, contextual-4-1a-dist, R,MID,N,C&RA&0]<MYSEP>-0.028206669461940753
[contextual, contextual-4-1a-dist, N,I,.,END&RA&5]<MYSEP>-0.006030689519996896
[contextual, contextual-4-1a-dist, C,MID,D,J&LA&0]<MYSEP>-5.480383984867703E-4
[contextual, contextual-4-1a-dist, I,D,D,N&RA&3]<MYSEP>-0.0025499531344939596
[contextual, contextual-4-1a-dist, N,C,.,END&RA&2]<MYSEP>-0.006971536302109403
[contextual, contextual-4-1a-dist, J,N,.,END&LA&10]<MYSEP>7.0457009026959945E-6
[contextual, contextual-4-1a-dist, D,J,N,I&RA&5]<MYSEP>-3.563268977099338E-7
[contextual, contextual-4-1a-dist, N,MID,C,N&LA&0]<MYSEP>-0.003053257048778041
[contextual, contextual-4-1a-dist, D,N,D,N&RA&2]<MYSEP>-9.206459043512328E-6
[contextual, contextual-4-1a-dist, N,MID,C,N&RA&0]<MYSEP>0.0640197602677543
[contextual, contextual-4-1a-dist, N,C,N,.&RA&1]<MYSEP>-0.015165542839603528
[contextual, contextual-4-1a-dist, R,N,N,C&RA&10]<MYSEP>-2.58080430437418E-4
[contextual, contextual-4-1a-dist, V,I,.,END&RA&5]<MYSEP>0.04464502817846907
[contextual, contextual-4-1a-dist, N,MID,V,I&LA&0]<MYSEP>-0.018898816243291622
[contextual, contextual-4-1a-dist, I,D,N,C&RA&4]<MYSEP>-0.021180891170824955
[contextual, contextual-4-1a-dist, D,J,I,D&LA&3]<MYSEP>5.6904523956853235E-6
[contextual, contextual-4-1a-dist, V,I,D,N&RA&1]<MYSEP>-0.004441137099624637
[contextual, contextual-4-1a-dist, I,D,N,C&RA&1]<MYSEP>0.06805865103717014
[contextual, contextual-4-1a-dist, D,J,I,D&LA&5]<MYSEP>3.6054569489060107E-6
[contextual, contextual-4-1a-dist, V,I,D,N&RA&4]<MYSEP>-0.0026300520493504776
[contextual, contextual-4-1a-dist, I,D,I,D&RA&2]<MYSEP>-0.01606960697696366
[contextual, contextual-4-1a-dist, D,N,N,C&RA&3]<MYSEP>-1.462544145776688E-4
[contextual, contextual-4-1a-dist, C,D,N,C&RA&5]<MYSEP>-1.390679754172628E-6
[contextual, contextual-4-1a-dist, N,C,.,END&LA&2]<MYSEP>-0.011638585858492896
[contextual, contextual-4-1a-dist, V,I,N,C&RA&5]<MYSEP>-0.009970002371527354
[contextual, contextual-4-1a-dist, N,V,N,.&LA&5]<MYSEP>7.383967437734202E-6
[contextual, contextual-4-1a-dist, D,N,N,.&LA&2]<MYSEP>-5.48348115593016E-5
[contextual, contextual-4-1a-dist, R,N,.,END&RA&10]<MYSEP>-0.006584274170017307
[contextual, contextual-4-1a-dist, D,J,N,C&LA&5]<MYSEP>2.9806677326519388E-6
[contextual, contextual-4-1a-dist, C,D,N,.&RA&10]<MYSEP>-2.425491644464001E-6
[contextual, contextual-4-1a-dist, D,J,N,I&LA&5]<MYSEP>1.6006117277751718E-6
[contextual, contextual-4-1a-dist, D,N,D,N&LA&2]<MYSEP>-6.457841835605712E-5
[contextual, contextual-4-1a-dist, I,D,D,N&LA&3]<MYSEP>-0.0010219197249070218
[contextual, contextual-4-1a-dist, N,C,.,END&LA&10]<MYSEP>-4.241678609738037E-5
[contextual, contextual-4-1a-dist, D,J,I,D&RA&3]<MYSEP>1.833828033872469E-6
[contextual, contextual-4-1a-dist, N,MID,V,I&RA&0]<MYSEP>-0.004667641454396508
[contextual, contextual-4-1a-dist, C,D,D,N&RA&5]<MYSEP>2.388977527660726E-6
[contextual, contextual-4-1a-dist, D,J,I,D&RA&5]<MYSEP>1.2828426429178798E-6
[contextual, contextual-4-1a-dist, D,N,N,.&LA&5]<MYSEP>-6.20828000690279E-5
[contextual, contextual-4-1a-dist, V,I,N,.&LA&5]<MYSEP>-4.548801200012148E-6
[contextual, contextual-4-1a-dist, N,V,C,N&LA&5]<MYSEP>-2.513324088301776E-6
[contextual, contextual-4-1a-dist, N,C,N,.&LA&1]<MYSEP>-3.3468855159591573E-4
[contextual, contextual-4-1a-dist, N,C,D,J&RA&1]<MYSEP>-0.0028142573265047075
[contextual, contextual-4-1a-dist, C,D,.,END&RA&10]<MYSEP>-5.852834098025085E-5
[contextual, contextual-4-1a-dist, I,D,N,C&LA&1]<MYSEP>-0.003194968857740893
[contextual, contextual-4-1a-dist, I,D,N,C&LA&4]<MYSEP>-0.0024955765786135544
[contextual, contextual-4-1a-dist, J,N,I,D&RA&5]<MYSEP>2.623384725431231E-6
[contextual, contextual-4-1a-dist, J,N,I,D&RA&2]<MYSEP>6.698112759244466E-6
[contextual, contextual-4-1a-dist, V,I,D,N&LA&4]<MYSEP>-2.1826042937006724E-5
[contextual, contextual-4-1a-dist, V,I,D,N&LA&1]<MYSEP>-7.539145436485581E-5
[contextual, contextual-4-1a-dist, N,I,C,N&RA&3]<MYSEP>-0.015666410927880053
[contextual, contextual-4-1a-dist, D,N,I,D&LA&1]<MYSEP>-1.5762408562942408E-4
[contextual, contextual-4-1a-dist, N,C,V,I&LA&4]<MYSEP>0.03941238321471954
[contextual, contextual-4-1a-dist, D,J,N,C&RA&5]<MYSEP>4.610388838793922E-6
[contextual, contextual-4-1a-dist, C,D,N,C&LA&5]<MYSEP>4.273866766841777E-6
[contextual, contextual-4-1a-dist, I,D,N,.&RA&5]<MYSEP>-0.00950605446268091
[contextual, contextual-4-1a-dist, I,D,N,.&RA&3]<MYSEP>-0.014833528660181266
[contextual, contextual-4-1a-dist, D,J,.,END&LA&10]<MYSEP>6.935095254040327E-6
[contextual, contextual-4-1a-dist, D,J,N,V&LA&1]<MYSEP>0.04703288748551567
[contextual, contextual-4-1a-dist, D,J,V,I&LA&2]<MYSEP>-0.0024892249266684407
[contextual, contextual-4-1a-dist, I,D,N,.&LA&3]<MYSEP>-4.119642817418034E-4
[contextual, contextual-4-1a-dist, I,D,.,END&LA&4]<MYSEP>-0.009747107901400556
[contextual, contextual-4-1a-dist, I,D,N,.&LA&5]<MYSEP>-7.325890631882511E-4
[contextual, contextual-4-1a-dist, I,MID,D,N&RA&0]<MYSEP>-0.04512666138363758
[contextual, contextual-4-1a-dist, I,D,.,END&LA&5]<MYSEP>-0.017515845170276195
[contextual, contextual-4-1a-dist, J,N,N,C&LA&5]<MYSEP>3.8738296378183684E-7
[contextual, contextual-4-1a-dist, J,N,I,D&LA&5]<MYSEP>-4.6258078763650153E-7
[contextual, contextual-4-1a-dist, R,N,D,N&RA&10]<MYSEP>-3.3475048005011316E-5
[contextual, contextual-4-1a-dist, N,C,.,END&RA&10]<MYSEP>-3.142920474135514E-5
[contextual, contextual-4-1a-dist, J,MID,N,V&RA&0]<MYSEP>-6.446087038748878E-4
[contextual, contextual-4-1a-dist, D,J,.,END&RA&10]<MYSEP>5.00966838125516E-6
[contextual, contextual-4-1a-dist, C,MID,N,.&RA&0]<MYSEP>0.07023589942594814
[contextual, contextual-4-1a-dist, C,D,D,N&LA&5]<MYSEP>-1.7516352678119103E-6
[contextual, contextual-4-1a-dist, D,J,D,N&LA&5]<MYSEP>2.1483414384837134E-6
[contextual, contextual-4-1a-dist, N,I,C,N&LA&3]<MYSEP>-6.741509990066083E-4
[contextual, contextual-4-1a-dist, J,N,I,D&LA&2]<MYSEP>-5.442299752802779E-7
[contextual, contextual-4-1a-dist, D,J,D,N&LA&4]<MYSEP>-7.918748630904038E-7
[contextual, contextual-4-1a-dist, J,N,D,N&LA&3]<MYSEP>1.0571803931518223E-6
[contextual, contextual-4-1a-dist, I,D,C,N&LA&5]<MYSEP>-8.660976294047129E-4
[contextual, contextual-4-1a-dist, C,MID,N,.&LA&0]<MYSEP>-0.00398802948987785
[contextual, contextual-4-1a-dist, C,D,C,N&LA&10]<MYSEP>8.243825507860827E-7
[contextual, contextual-4-1a-dist, V,I,I,D&RA&3]<MYSEP>-0.019593526134973744
[contextual, contextual-4-1a-dist, C,D,.,END&LA&10]<MYSEP>4.5572739368657285E-6
[contextual, contextual-4-1a-dist, J,N,D,N&LA&5]<MYSEP>2.134029941126996E-6
[contextual, contextual-4-1a-dist, N,MID,I,D&LA&0]<MYSEP>-0.0032480552986387176
[contextual, contextual-4-1a-dist, N,C,N,.&RA&10]<MYSEP>4.33487877334448E-6
